667	25/05/2005	1,4,5,16,23,49
668	28/05/2005	1,2,14,33,49,56
669	1/6/2005	7,24,27,40,41,49
670	4/6/2005	22,37,42,48,58,59
671	8/6/2005	9,16,27,38,39,51
672	11/6/2005	24,28,34,38,43,53
673	15/06/2005	6,11,20,34,37,40
674	18/06/2005	18,22,29,32,38,42
675	22/06/2005	24,25,30,42,43,50
676	25/06/2005	9,15,32,41,42,49
677	29/06/2005	8,10,25,32,48,55
678	2/7/2005	14,31,40,42,44,46
679	6/7/2005	3,21,25,37,54,58
680	9/7/2005	2,3,5,22,26,44
681	13/07/2005	21,25,38,53,58,59
682	16/07/2005	4,27,36,37,47,60
683	20/07/2005	2,11,12,35,40,43
684	23/07/2005	17,19,33,37,40,50
685	27/07/2005	5,12,27,33,43,56
686	30/07/2005	4,5,15,26,33,54
687	3/8/2005	1,7,14,41,48,59
688	6/8/2005	11,21,30,35,47,52
689	10/8/2005	6,7,31,49,51,60
690	13/08/2005	8,12,15,41,47,53
691	17/08/2005	8,16,37,50,55,58
692	20/08/2005	11,18,33,57,58,60
693	24/08/2005	13,14,17,31,41,50
694	27/08/2005	15,19,29,37,41,53
695	31/08/2005	6,11,13,21,40,52
696	3/9/2005	9,16,34,37,53,57
697	10/9/2005	28,31,32,35,51,53
698	14/09/2005	8,12,22,27,43,55
699	19/09/2005	17,23,48,50,53,54
700	21/09/2005	2,3,14,24,31,40
701	24/09/2005	1,13,23,31,48,60
702	28/09/2005	1,18,45,56,57,58
703	1/10/2005	2,11,24,27,30,45
704	5/10/2005	2,4,18,27,34,50
705	8/10/2005	3,11,13,15,26,43
706	15/10/2005	2,7,10,17,22,60
707	19/10/2005	1,8,10,36,43,51
708	22/10/2005	7,9,13,39,45,47
709	26/10/2005	4,6,9,22,29,44
710	29/10/2005	5,25,34,39,46,49
711	5/11/2005	5,10,33,40,41,59
712	9/11/2005	7,8,35,43,53,58
713	12/11/2005	1,12,16,26,46,54
714	16/11/2005	7,8,17,35,39,53
715	19/11/2005	4,12,24,33,36,54
716	23/11/2005	2,7,16,29,32,50
717	26/11/2005	6,17,23,28,35,41
718	30/11/2005	7,21,33,35,39,58
719	3/12/2005	3,32,37,39,47,53
720	7/12/2005	12,31,44,51,54,56
721	10/12/2005	3,14,23,25,36,55
722	14/12/2005	9,18,36,44,57,60
723	17/12/2005	1,6,16,36,50,52
724	21/12/2005	17,27,34,48,51,55
725	31/12/2005	3,9,35,37,41,49
726	4/1/2006	1,5,7,37,40,47
727	7/1/2006	4,12,14,30,42,59
728	11/1/2006	8,13,24,32,42,44
729	14/01/2006	5,18,33,43,56,57
730	18/01/2006	2,15,16,45,50,54
731	21/01/2006	6,15,16,23,28,35
732	25/01/2006	6,17,19,49,50,53
733	28/01/2006	2,12,26,31,43,46
734	1/2/2006	27,29,43,44,45,54
735	4/2/2006	9,15,38,40,42,52
736	8/2/2006	1,21,38,41,49,56
737	11/2/2006	11,12,24,32,33,38
738	15/02/2006	14,15,26,30,42,54
739	18/02/2006	6,10,35,45,49,56
740	22/02/2006	12,16,28,29,47,50
741	25/02/2006	24,26,27,36,39,59
742	1/3/2006	2,7,17,34,41,50
743	4/3/2006	20,23,25,32,54,60
744	8/3/2006	4,12,23,26,39,46
745	11/3/2006	2,16,21,37,43,57
746	15/03/2006	1,10,12,25,49,57
747	18/03/2006	2,3,12,21,23,56
748	22/03/2006	1,2,7,19,35,51
749	25/03/2006	4,24,47,48,50,57
750	29/03/2006	10,17,33,42,54,58
751	1/4/2006	4,7,20,25,38,50
752	5/4/2006	4,23,24,25,29,42
753	8/4/2006	2,7,22,35,43,59
754	12/4/2006	3,4,13,34,42,50
755	15/04/2006	4,12,30,47,49,59
756	19/04/2006	5,27,37,38,41,50
757	22/04/2006	12,17,18,30,32,58
758	26/04/2006	1,23,36,43,47,59
759	29/04/2006	30,31,39,45,48,59
760	3/5/2006	12,17,44,45,46,60
761	6/5/2006	13,17,27,29,40,56
762	10/5/2006	9,12,21,37,39,54
763	13/05/2006	1,9,26,40,47,48
764	18/05/2006	3,7,45,47,53,55
765	21/05/2006	3,10,16,30,37,50
766	24/05/2006	1,19,24,42,50,58
767	27/05/2006	15,22,32,38,50,54
768	31/05/2006	4,8,30,33,37,59
769	3/6/2006	12,16,20,21,29,50
770	7/6/2006	4,12,25,34,35,48
771	10/6/2006	14,21,29,34,46,47
772	14/06/2006	10,35,38,51,52,60
773	17/06/2006	3,5,14,29,34,51
774	21/06/2006	5,10,37,46,54,58
775	24/06/2006	12,27,42,46,47,50
776	28/06/2006	3,15,35,41,57,60
777	1/7/2006	2,14,23,28,50,56
778	5/7/2006	20,31,36,37,45,51
779	8/7/2006	25,26,29,36,52,54
780	12/7/2006	7,10,28,50,51,59
781	15/07/2006	8,10,13,39,54,56
782	19/07/2006	2,11,23,35,42,59
783	22/07/2006	4,8,21,32,43,48
784	26/07/2006	8,27,37,42,53,56
785	29/07/2006	5,8,17,35,37,48
786	2/8/2006	10,11,26,27,31,41
787	5/8/2006	20,31,34,37,54,60
788	9/8/2006	17,19,29,31,44,57
789	12/8/2006	6,31,38,39,50,60
790	16/08/2006	2,6,19,22,28,43
791	19/08/2006	9,14,19,35,42,58
792	23/08/2006	9,29,34,43,45,56
793	26/08/2006	3,15,16,33,51,57
794	30/08/2006	3,38,42,47,55,56
795	2/9/2006	14,21,26,29,36,48
796	6/9/2006	5,19,24,34,39,43
797	9/9/2006	6,12,47,48,52,58
798	13/09/2006	3,4,9,29,32,52
799	16/09/2006	19,29,35,42,55,57
800	20/09/2006	1,7,11,37,38,56
801	23/09/2006	11,19,20,22,42,48
802	27/09/2006	6,14,18,24,48,60
803	30/09/2006	3,5,10,21,28,57
804	4/10/2006	3,13,37,47,56,59
805	7/10/2006	2,30,36,43,48,60
806	12/10/2006	18,26,35,41,47,60
807	14/10/2006	2,8,27,32,49,56
808	18/10/2006	2,15,21,31,46,57
809	21/10/2006	5,11,15,23,25,30
810	25/10/2006	1,4,5,33,37,48
811	28/10/2006	10,28,32,41,47,57
812	1/11/2006	11,13,38,39,54,57
813	4/11/2006	9,15,23,45,46,56
814	8/11/2006	2,8,11,41,46,50
815	11/11/2006	9,19,37,39,50,57
816	16/11/2006	20,21,30,40,47,52
817	18/11/2006	10,29,30,34,43,52
818	22/11/2006	8,9,22,25,41,44
819	25/11/2006	5,19,25,46,51,58
820	29/11/2006	10,17,21,32,45,46
821	2/12/2006	4,29,33,36,38,42
822	6/12/2006	4,10,17,27,41,52
823	9/12/2006	1,15,26,51,54,59
824	13/12/2006	6,7,9,20,33,48
825	16/12/2006	10,21,28,40,41,47
826	19/12/2006	6,7,8,27,45,53
827	21/12/2006	18,24,30,42,51,56
828	23/12/2006	23,28,38,42,50,53
829	31/12/2006	10,14,32,47,50,56
830	3/1/2007	2,13,41,49,51,53
831	6/1/2007	3,32,33,42,48,50
832	10/1/2007	15,17,23,33,39,49
833	13/01/2007	13,16,46,53,57,58
834	17/01/2007	10,16,17,34,44,51
835	20/01/2007	18,31,33,49,57,58
836	24/01/2007	17,22,28,38,52,59
837	27/01/2007	5,6,16,24,34,60
838	31/01/2007	9,23,30,38,44,47
839	3/2/2007	7,8,11,18,37,43
840	7/2/2007	17,29,31,35,43,59
841	10/2/2007	7,22,32,36,38,51
842	14/02/2007	7,9,30,44,51,60
843	17/02/2007	1,16,34,36,45,48
844	24/02/2007	16,24,34,44,54,57
845	28/02/2007	14,19,20,40,48,52
846	3/3/2007	2,3,44,47,50,54
847	7/3/2007	14,15,27,42,44,48
848	10/3/2007	17,27,32,34,47,56
849	14/03/2007	8,9,39,44,49,58
850	17/03/2007	7,22,25,44,59,60
851	21/03/2007	3,16,19,32,35,58
852	24/03/2007	6,14,23,34,38,44
853	28/03/2007	30,38,46,51,56,59
854	31/03/2007	3,17,24,25,27,44
855	4/4/2007	3,24,31,42,43,53
856	7/4/2007	11,15,40,41,42,47
857	11/4/2007	2,3,17,49,50,59
858	14/04/2007	4,18,23,31,37,54
859	18/04/2007	9,12,34,46,47,57
860	23/04/2007	2,8,17,22,42,44
861	25/04/2007	39,40,42,47,59,60
862	28/04/2007	2,8,11,12,19,35
863	2/5/2007	15,24,32,50,53,57
864	5/5/2007	8,11,31,33,42,57
865	9/5/2007	23,26,27,41,51,53
866	12/5/2007	5,27,36,40,46,48
867	16/05/2007	10,19,26,28,44,54
868	19/05/2007	21,22,25,40,51,57
869	23/05/2007	27,29,42,49,50,51
870	26/05/2007	8,21,34,40,43,52
871	30/05/2007	1,5,10,17,47,58
872	2/6/2007	5,18,31,43,55,58
873	6/6/2007	4,19,30,34,57,59
874	9/6/2007	10,20,42,44,52,59
875	13/06/2007	18,20,24,36,53,58
876	16/06/2007	4,8,12,41,45,60
877	20/06/2007	13,15,20,28,31,36
878	23/06/2007	11,12,37,38,43,54
879	27/06/2007	10,28,29,35,42,46
880	30/06/2007	25,30,37,46,49,51
881	4/7/2007	4,18,24,43,51,56
882	7/7/2007	17,41,42,44,45,60
883	11/7/2007	21,32,37,52,53,60
884	14/07/2007	2,11,12,14,22,39
885	18/07/2007	4,13,31,33,47,51
886	21/07/2007	17,33,37,50,55,59
887	25/07/2007	1,12,21,32,34,44
888	28/07/2007	24,40,50,52,54,60
889	1/8/2007	20,24,34,39,54,60
890	4/8/2007	7,9,17,21,22,54
891	8/8/2007	15,16,19,22,34,35
892	11/8/2007	1,19,42,44,49,52
893	15/08/2007	3,18,26,51,53,56
894	18/08/2007	20,24,28,37,41,44
895	22/08/2007	2,41,43,55,57,58
896	25/08/2007	5,11,22,31,35,41
897	29/08/2007	7,21,22,43,46,57
898	1/9/2007	3,4,8,30,45,54
899	5/9/2007	18,20,36,53,54,58
900	8/9/2007	4,18,21,34,38,59
901	12/9/2007	13,16,32,33,34,56
902	15/09/2007	18,23,50,52,55,58
903	19/09/2007	5,17,20,32,41,55
904	22/09/2007	32,44,48,51,53,59
905	26/09/2007	2,4,15,16,55,57
906	29/09/2007	7,14,24,29,35,39
907	3/10/2007	9,36,37,41,51,53
908	6/10/2007	1,9,19,25,50,52
909	10/10/2007	17,22,26,28,38,42
910	13/10/2007	3,15,27,29,36,53
911	17/10/2007	1,6,28,29,46,49
912	20/10/2007	4,19,21,26,29,54
913	24/10/2007	14,30,36,38,46,59
914	27/10/2007	9,12,23,33,45,51
915	31/10/2007	17,20,26,28,48,49
916	3/11/2007	5,28,33,36,37,38
917	7/11/2007	23,25,30,46,47,59
918	10/11/2007	4,8,12,38,44,52
919	14/11/2007	3,25,31,41,43,60
920	17/11/2007	5,17,24,52,55,57
921	21/11/2007	1,9,35,41,48,57
922	24/11/2007	12,13,19,41,45,49
923	28/11/2007	2,15,39,50,53,57
924	1/12/2007	2,20,21,27,51,60
925	5/12/2007	8,22,36,37,46,52
926	8/12/2007	21,33,34,40,41,59
927	12/12/2007	19,23,26,31,33,36
928	15/12/2007	4,10,32,33,49,60
929	19/12/2007	16,27,35,39,49,57
930	22/12/2007	20,28,37,46,49,55
931	31/12/2007	7,17,19,34,36,39
932	5/1/2008	2,17,21,36,42,53
933	9/1/2008	8,14,25,39,45,51
934	12/1/2008	1,3,21,25,44,48
935	16/01/2008	7,13,18,29,31,45
936	19/01/2008	5,14,22,29,33,44
937	23/01/2008	2,21,22,30,41,52
938	26/01/2008	15,27,35,50,57,59
939	30/01/2008	6,19,23,37,49,50
940	2/2/2008	5,25,31,33,37,51
941	6/2/2008	10,11,15,27,53,60
942	9/2/2008	5,8,18,42,52,59
943	13/02/2008	3,12,23,41,47,58
944	16/02/2008	16,37,43,52,58,59
945	20/02/2008	4,8,27,44,54,59
946	23/02/2008	1,5,12,47,52,59
947	27/02/2008	3,5,11,14,33,58
948	1/3/2008	22,41,44,46,52,54
949	5/3/2008	1,23,41,44,51,52
950	8/3/2008	23,41,42,48,49,59
951	12/3/2008	14,24,34,39,49,55
952	15/03/2008	2,11,18,27,30,54
953	19/03/2008	1,16,39,42,48,55
954	22/03/2008	5,8,18,24,33,57
955	26/03/2008	5,12,21,32,33,35
956	29/03/2008	46,47,51,54,57,59
957	2/4/2008	24,25,32,34,50,57
958	5/4/2008	7,13,22,33,48,51
959	9/4/2008	3,5,11,33,39,57
960	12/4/2008	6,18,19,33,34,53
961	16/04/2008	2,4,16,21,36,53
962	19/04/2008	2,11,40,48,49,55
963	23/04/2008	15,17,37,48,50,59
964	26/04/2008	8,13,20,26,33,42
965	30/04/2008	5,30,36,39,57,58
966	3/5/2008	1,4,26,28,41,58
967	7/5/2008	5,13,14,18,30,57
968	10/5/2008	1,4,13,30,51,60
969	14/05/2008	13,25,35,41,50,56
970	17/05/2008	5,21,28,34,54,57
971	21/05/2008	4,11,14,33,44,45
972	24/05/2008	15,18,31,33,34,56
973	28/05/2008	1,8,30,36,47,53
974	31/05/2008	12,16,20,31,38,45
975	4/6/2008	9,30,33,37,40,41
976	7/6/2008	14,23,25,28,38,53
977	11/6/2008	3,5,7,9,17,32
978	14/06/2008	12,16,18,27,42,58
979	18/06/2008	3,15,28,31,39,51
980	21/06/2008	15,17,29,35,36,59
981	25/06/2008	1,8,34,41,53,58
982	28/06/2008	8,12,24,40,43,49
983	2/7/2008	16,22,32,38,40,45
984	5/7/2008	4,10,20,43,46,47
985	9/7/2008	4,16,18,46,56,59
986	12/7/2008	6,15,19,24,31,32
987	16/07/2008	13,27,31,34,47,58
988	19/07/2008	8,17,46,48,56,60
989	23/07/2008	2,21,27,29,32,38
990	26/07/2008	2,10,15,18,29,39
991	30/07/2008	8,9,15,38,41,60
992	2/8/2008	1,4,6,8,25,28
993	6/8/2008	5,24,25,26,42,60
994	9/8/2008	3,20,29,40,44,58
995	13/08/2008	4,16,31,36,54,55
996	16/08/2008	7,15,20,21,23,29
997	20/08/2008	9,17,18,32,53,55
998	23/08/2008	3,4,21,22,28,32
999	27/08/2008	18,24,36,44,55,58
1000	30/08/2008	29,38,39,49,53,58
1001	3/9/2008	12,15,27,37,51,60
1002	6/9/2008	3,7,25,31,40,58
1003	10/9/2008	5,10,16,23,26,27
1004	13/09/2008	29,40,43,44,45,47
1005	17/09/2008	4,6,12,37,41,42
1006	20/09/2008	2,4,17,33,48,55
1007	24/09/2008	4,27,36,37,49,52
1008	27/09/2008	7,13,15,34,42,48
1009	1/10/2008	1,6,12,29,34,58
1010	4/10/2008	2,3,13,37,46,54
1011	8/10/2008	2,11,21,30,35,52
1012	11/10/2008	14,19,40,47,55,58
1013	15/10/2008	7,9,12,19,20,41
1014	18/10/2008	8,9,25,41,57,60
1015	22/10/2008	3,8,17,26,28,49
1016	25/10/2008	5,9,11,20,25,60
1017	29/10/2008	6,19,31,34,51,56
1018	1/11/2008	9,24,44,51,55,58
1019	5/11/2008	4,13,23,29,46,47
1020	8/11/2008	1,2,19,32,39,52
1021	12/11/2008	2,33,42,43,51,55
1022	16/11/2008	5,21,31,39,40,56
1023	19/11/2008	2,7,8,18,40,45
1024	22/11/2008	18,22,28,29,39,53
1025	26/11/2008	10,27,28,29,40,52
1026	29/11/2008	6,10,17,33,51,53
1027	3/12/2008	18,20,33,44,47,60
1028	6/12/2008	20,26,34,51,52,54
1029	10/12/2008	5,16,17,20,24,32
1030	13/12/2008	1,8,23,37,54,57
1031	17/12/2008	24,33,40,43,46,49
1032	20/12/2008	15,16,26,29,43,57
1033	24/12/2008	5,6,17,33,39,54
1034	27/12/2008	1,3,18,20,42,49
1035	31/12/2008	1,11,26,51,59,60
1036	3/1/2009	10,27,36,39,41,52
1037	7/1/2009	4,36,44,46,53,56
1038	10/1/2009	6,7,28,35,43,51
1039	14/01/2009	2,20,24,27,36,52
1040	17/01/2009	1,6,28,39,44,55
1041	21/01/2009	10,12,36,44,54,57
1042	24/01/2009	13,18,25,30,46,51
1043	28/01/2009	14,21,25,48,51,60
1044	31/01/2009	10,11,13,35,39,58
1045	4/2/2009	1,5,6,17,31,50
1046	7/2/2009	28,40,42,54,55,57
1047	11/2/2009	1,2,8,10,14,48
1048	14/02/2009	3,16,21,28,38,57
1049	18/02/2009	2,5,17,29,34,52
1050	21/02/2009	14,24,26,33,45,60
1051	25/02/2009	7,10,11,13,43,57
1052	28/02/2009	8,11,15,16,52,57
1053	4/3/2009	15,27,34,42,49,53
1054	7/3/2009	13,14,18,27,41,60
1055	11/3/2009	12,15,16,20,27,32
1056	14/03/2009	6,8,38,50,53,59
1057	18/03/2009	2,3,4,15,49,59
1058	21/03/2009	18,20,24,45,51,57
1059	25/03/2009	1,12,14,16,37,45
1060	28/03/2009	1,3,16,18,41,42
1061	1/4/2009	9,21,23,30,41,56
1062	4/4/2009	2,8,23,33,37,55
1063	8/4/2009	1,22,44,47,49,50
1064	11/4/2009	4,16,19,28,29,49
1065	15/04/2009	7,19,30,39,43,57
1066	18/04/2009	6,10,25,32,43,49
1067	22/04/2009	4,10,14,25,28,56
1068	25/04/2009	25,27,44,47,48,57
1069	29/04/2009	9,17,28,45,49,53
1070	2/5/2009	5,8,16,23,41,53
1071	6/5/2009	5,7,37,43,53,54
1072	9/5/2009	9,18,19,43,47,54
1073	13/05/2009	8,25,32,34,36,44
1074	16/05/2009	3,10,23,29,47,50
1075	20/05/2009	10,12,16,21,39,53
1076	23/05/2009	4,10,19,32,33,42
1077	27/05/2009	5,6,9,11,18,37
1078	30/05/2009	3,6,34,41,43,45
1079	3/6/2009	5,12,24,28,36,37
1080	6/6/2009	11,18,20,34,41,56
1081	10/6/2009	9,16,24,29,52,56
1082	13/06/2009	4,17,38,40,50,55
1083	17/06/2009	10,20,23,28,42,43
1084	20/06/2009	5,20,29,33,40,59
1085	24/06/2009	12,21,39,40,50,55
1086	27/06/2009	2,4,6,10,23,45
1087	1/7/2009	3,20,28,32,36,46
1088	4/7/2009	6,24,31,35,42,57
1089	8/7/2009	2,18,20,32,37,48
1090	11/7/2009	9,20,24,36,40,42
1091	15/07/2009	17,23,24,27,49,56
1092	18/07/2009	1,9,30,33,34,40
1093	22/07/2009	19,23,27,38,41,49
1094	25/07/2009	9,10,21,36,41,48
1095	29/07/2009	10,16,21,23,27,36
1096	1/8/2009	3,13,14,16,41,52
1097	5/8/2009	1,17,21,33,48,56
1098	8/8/2009	11,20,21,30,50,52
1099	12/8/2009	14,31,35,38,44,55
1100	15/08/2009	7,17,18,33,41,42
1101	19/08/2009	6,7,10,12,24,57
1102	22/08/2009	9,11,23,35,46,51
1103	26/08/2009	10,19,28,41,55,56
1104	29/08/2009	2,3,6,35,49,58
1105	2/9/2009	1,15,28,43,50,57
1106	5/9/2009	4,15,43,47,50,60
1107	9/9/2009	3,9,20,36,53,54
1108	12/9/2009	7,9,39,43,44,60
1109	16/09/2009	6,8,11,14,29,52
1110	19/09/2009	6,14,26,28,42,45
1111	23/09/2009	4,9,25,32,33,43
1112	26/09/2009	4,32,34,43,52,58
1113	30/09/2009	3,6,29,36,47,59
1114	3/10/2009	3,15,16,22,25,54
1115	7/10/2009	18,30,37,41,44,50
1116	10/10/2009	4,9,13,17,20,47
1117	14/10/2009	1,6,17,27,35,40
1118	17/10/2009	8,20,21,43,44,55
1119	21/10/2009	10,34,41,44,45,54
1120	24/10/2009	7,35,40,44,50,55
1121	28/10/2009	4,17,18,54,56,59
1122	31/10/2009	26,44,46,49,55,56
1123	4/11/2009	4,14,19,39,45,60
1124	7/11/2009	7,11,16,18,33,49
1125	11/11/2009	3,7,29,33,42,56
1126	14/11/2009	4,31,42,52,57,59
1127	18/11/2009	5,8,14,24,29,30
1128	21/11/2009	8,16,24,39,52,60
1129	25/11/2009	12,17,19,32,47,55
1130	28/11/2009	5,18,23,32,49,54
1131	2/12/2009	1,8,16,34,36,49
1132	5/12/2009	12,27,30,33,52,55
1133	9/12/2009	5,10,16,21,39,58
1134	12/12/2009	9,22,29,36,51,56
1135	16/12/2009	4,5,6,19,23,39
1136	19/12/2009	7,31,32,34,37,43
1137	22/12/2009	19,21,25,28,43,50
1138	24/12/2009	2,4,15,18,25,36
1139	26/12/2009	9,28,31,36,37,42
1140	31/12/2009	10,27,40,46,49,58
1141	2/1/2010	9,37,40,50,58,60
1142	6/1/2010	3,15,26,28,31,58
1143	9/1/2010	3,30,35,44,47,60
1144	13/01/2010	1,10,18,19,44,49
1145	16/01/2010	3,16,19,24,33,60
1146	20/01/2010	6,10,28,33,34,53
1147	23/01/2010	6,23,31,33,39,52
1148	27/01/2010	27,28,29,32,48,55
1149	30/01/2010	7,8,23,36,46,54
1150	3/2/2010	15,17,28,31,35,52
1151	6/2/2010	1,4,14,21,25,51
1152	10/2/2010	14,20,29,36,44,47
1153	13/02/2010	6,17,19,34,46,55
1154	17/02/2010	4,12,14,21,26,28
1155	20/02/2010	20,28,40,41,51,58
1156	24/02/2010	9,24,31,44,48,49
1157	27/02/2010	9,29,41,43,46,49
1158	3/3/2010	23,30,31,54,55,60
1159	6/3/2010	5,6,34,46,53,55
1160	10/3/2010	1,3,5,18,40,48
1161	13/03/2010	4,7,42,47,48,51
1162	17/03/2010	18,22,25,30,31,41
1163	20/03/2010	5,17,31,47,51,53
1164	24/03/2010	6,14,17,26,40,49
1165	27/03/2010	20,40,42,52,54,60
1166	31/03/2010	22,28,30,31,35,54
1167	3/4/2010	20,28,43,51,52,56
1168	7/4/2010	4,5,20,47,53,56
1169	10/4/2010	1,11,14,23,42,48
1170	14/04/2010	11,13,27,34,46,49
1171	17/04/2010	3,10,13,30,41,57
1172	20/04/2010	6,12,28,43,52,56
1173	24/04/2010	5,7,24,25,36,47
1174	28/04/2010	6,7,39,47,51,52
1175	30/04/2010	2,3,12,16,37,47
1176	5/5/2010	11,14,21,30,33,49
1177	8/5/2010	33,38,47,50,52,55
1178	12/5/2010	1,22,30,45,50,53
1179	15/05/2010	5,22,28,47,59,60
1180	19/05/2010	12,30,34,44,57,60
1181	22/05/2010	18,20,26,31,44,45
1182	26/05/2010	2,4,29,52,56,60
1183	29/05/2010	5,10,12,20,29,37
1184	2/6/2010	4,9,23,27,28,30
1185	5/6/2010	2,10,21,35,43,54
1186	9/6/2010	7,8,12,13,15,41
1187	12/6/2010	8,17,19,40,43,49
1188	16/06/2010	9,20,44,52,59,60
1189	19/06/2010	14,21,27,31,35,50
1190	23/06/2010	10,11,19,37,53,56
1191	26/06/2010	3,11,16,22,25,33
1192	30/06/2010	17,20,49,52,57,59
1193	3/7/2010	2,9,12,14,32,54
1194	7/7/2010	6,13,24,41,50,53
1195	10/7/2010	17,20,26,27,55,57
1196	14/07/2010	3,6,19,20,58,60
1197	17/07/2010	36,37,39,49,54,60
1198	21/07/2010	22,29,36,41,48,58
1199	24/07/2010	16,19,23,28,39,58
1200	28/07/2010	3,10,11,39,54,56
1201	31/07/2010	28,32,36,49,55,60
1202	4/8/2010	8,9,11,48,53,60
1203	7/8/2010	7,9,30,33,38,55
1204	11/8/2010	5,10,25,39,43,52
1205	14/08/2010	4,13,14,26,29,35
1206	18/08/2010	2,6,11,36,37,48
1207	21/08/2010	9,11,22,32,35,56
1208	25/08/2010	1,12,20,26,45,54
1209	28/08/2010	5,14,17,30,35,38
1210	1/9/2010	3,7,9,10,31,34
1211	4/9/2010	3,15,31,36,48,54
1212	8/9/2010	2,23,33,35,40,50
1213	11/9/2010	3,11,26,34,45,53
1214	15/09/2010	5,29,30,36,41,48
1215	18/09/2010	10,25,30,47,50,51
1216	22/09/2010	4,7,13,25,27,58
1217	25/09/2010	5,11,15,28,43,50
1218	29/09/2010	10,23,29,31,33,46
1219	2/10/2010	2,33,34,37,41,53
1220	6/10/2010	5,15,43,48,52,55
1221	9/10/2010	5,14,37,43,46,58
1222	13/10/2010	5,8,19,26,48,57
1223	16/10/2010	15,17,35,42,47,48
1224	20/10/2010	19,21,27,41,53,57
1225	23/10/2010	31,32,34,40,50,55
1226	27/10/2010	10,31,40,50,55,56
1227	30/10/2010	4,28,30,31,35,54
1228	3/11/2010	10,23,36,50,52,60
1229	6/11/2010	12,30,32,40,49,60
1230	10/11/2010	9,12,19,22,35,37
1231	13/11/2010	5,20,23,27,39,49
1232	17/11/2010	8,11,12,15,18,22
1233	20/11/2010	22,29,32,49,54,59
1234	24/11/2010	3,5,19,24,30,35
1235	27/11/2010	10,16,20,26,49,55
1236	1/12/2010	3,8,17,20,38,53
1237	4/12/2010	5,18,21,26,39,59
1238	8/12/2010	13,14,24,39,40,45
1239	11/12/2010	1,15,37,39,48,52
1240	15/12/2010	8,9,12,22,42,49
1241	18/12/2010	10,13,25,26,28,45
1242	20/12/2010	11,34,45,48,51,54
1243	22/12/2010	9,19,23,29,32,57
1244	24/12/2010	2,8,15,25,34,45
1245	31/12/2010	2,10,34,37,43,50
1246	5/1/2011	10,37,40,43,57,59
1247	8/1/2011	3,9,11,24,36,51
1248	12/1/2011	20,33,34,57,58,60
1249	15/01/2011	3,8,36,40,51,53
1250	19/01/2011	1,2,24,40,51,59
1251	22/01/2011	5,27,34,46,48,52
1252	26/01/2011	2,14,35,39,49,51
1253	29/01/2011	2,17,23,43,44,51
1254	2/2/2011	7,9,14,18,29,39
1255	5/2/2011	5,23,38,39,51,54
1256	9/2/2011	26,33,35,38,43,53
1257	12/2/2011	2,15,26,27,30,52
1258	16/02/2011	11,26,47,55,57,59
1259	19/02/2011	4,6,39,46,54,58
1260	23/02/2011	19,23,29,31,41,53
1261	26/02/2011	10,14,22,41,42,53
1262	2/3/2011	5,7,8,9,11,39
1263	5/3/2011	4,18,26,36,41,53
1264	9/3/2011	4,17,36,37,51,56
1265	12/3/2011	13,19,24,46,50,60
1266	16/03/2011	6,10,33,39,42,60
1267	19/03/2011	4,20,30,41,47,58
1268	23/03/2011	3,16,17,44,53,60
1269	26/03/2011	4,5,15,17,27,51
1270	30/03/2011	5,9,24,31,33,42
1271	2/4/2011	1,2,39,48,52,59
1272	6/4/2011	13,26,27,28,35,52
1273	9/4/2011	13,19,26,40,58,60
1274	13/04/2011	13,17,21,39,40,59
1275	16/04/2011	2,14,48,55,58,60
1276	20/04/2011	5,9,11,22,36,40
1277	23/04/2011	12,18,31,50,59,60
1278	27/04/2011	4,16,24,25,30,56
1279	30/04/2011	8,14,29,35,36,40
1280	4/5/2011	6,10,16,20,29,54
1281	7/5/2011	8,11,14,30,36,38
1282	11/5/2011	4,23,39,52,55,56
1283	14/05/2011	8,30,40,44,59,60
1284	18/05/2011	20,21,26,29,31,36
1285	21/05/2011	10,15,28,31,33,38
1286	25/05/2011	2,5,28,33,51,52
1287	28/05/2011	11,12,31,33,42,52
1288	1/6/2011	17,30,32,40,42,56
1289	4/6/2011	1,3,8,13,27,52
1290	8/6/2011	2,3,14,23,34,50
1291	11/6/2011	18,40,47,54,57,58
1292	15/06/2011	9,11,23,30,31,54
1293	18/06/2011	1,13,24,40,44,50
1294	22/06/2011	4,6,29,48,50,51
1295	25/06/2011	2,5,15,20,43,57
1296	29/06/2011	10,14,43,46,49,53
1297	2/7/2011	2,5,11,13,56,59
1298	6/7/2011	14,15,30,53,55,60
1299	9/7/2011	8,22,32,43,53,56
1300	13/07/2011	43,44,46,53,54,59
1301	16/07/2011	3,16,23,25,51,56
1302	20/07/2011	2,10,15,44,56,57
1303	23/07/2011	8,19,46,51,52,54
1304	27/07/2011	7,14,15,20,23,35
1305	30/07/2011	3,5,11,36,44,46
1306	3/8/2011	6,19,22,34,43,45
1307	6/8/2011	7,10,32,43,47,54
1308	9/8/2011	7,8,24,30,33,47
1309	11/8/2011	7,12,25,26,32,39
1310	13/08/2011	8,9,14,32,53,59
1311	17/08/2011	7,9,12,19,45,54
1312	20/08/2011	5,20,22,28,29,30
1313	24/08/2011	1,4,26,39,43,49
1314	27/08/2011	38,42,44,52,58,60
1315	31/08/2011	1,27,29,38,50,52
1316	3/9/2011	8,13,25,34,42,48
1317	8/9/2011	6,13,29,30,35,37
